Id,Category,Paper Title
434,Neural_Networks,"[Lif89]  V. Lifschitz.   Between circumscription and autoepistemic logic.   In R. Brachman, H. Levesque, and R. Reiter, editors,   Proc. of the First Int\'l Conf. on Principles of Knowledge Representation and Reasoning,   pages 235-244,   1989. "
435,Neural_Networks,"[5]  B. Berger, P. W. Shor, L. Tucker-Kellogg, and J. King.   Local rule-based theory of virus shell assembly.   Proc. of the Natl. Academy of Sci.,   91(16),   August   1994. "
439,Neural_Networks,"[HR94]  Graham Hamilton and Sanjay Radia.   Using Interface Inheritance to Address Problems in System Software Evolution.   In Proceedings of the ACM Workshop on Interface Definition Languages,   January   1994.   31 "
440,Neural_Networks,"[Guttag93]  J. V. Guttag and J. J. Horning.   Larch: Languages and Tools for Formal Specification.   Springer-Verlag,   1993. "
441,Neural_Networks,"[45]  N.A. Lynch and H.B. Weinberg.   Proving correctness of a vehicle maneuver:   Decelera tion,   June   1995.   In Proceedings Second European Workshop on Real-Time and Hybrid Systems,   Grenoble, France.   To appear. "
445,Neural_Networks,"[Tutt88]  Mark Tuttle, Michael Meritt, and Francesmary Modugno.   ""Time constrained automata.""   MIT/LCS,   November   1988. "
447,Neural_Networks,"[NSY93]  X. Nicollin, J. Sifakis, and S. Yovine.   From Atp to timed graphs and hybrid systems.   Acta Informatica,   30   181-202,   1993. "
451,Neural_Networks,"[Reed&Roscoe86]  G.Reed and A.Roscoe,   ""A timed model for communicating sequential processes,""   Proc. ICALP \'86,   Springer-Verlag LCNS 226,   1986,   pp.314-323. "
452,Neural_Networks,"[Seg95]  Roberto Segala.   Modeling and Verification of Randomized Distributed Real-Time Systems.   PhD thesis,   MIT Dept. of Electrical Engineering and Computer Science,   Cambridge, MA 02139,   1995. "
453,Neural_Networks,"[Anderson 93]  Jennifer M. Anderson and Monica S. Lam,   Global optimizations for Parallelism and Locality on Scalable Parallel Machines,   Proceedings of the SIGPLAN 93 Conference on Programming Language Design and Implementation,   pp. 112-125,   Albuquerque, NM,   June   1993. "
455,Neural_Networks,"[Bacon 93]  David F. Bacon, Susan L. Graham and Oliver J. Sharp,   Compiler Transformations for High-Performance Computing,   Technical Report UCB/CSD-93-781,   University of California at Berkeley,   1993. "
456,Neural_Networks,"[BKK + 94]  David Bau, Induprakas Kodukula, Vladimir Kotlyar, Keshav Pingali, and Paul Stodghil.   Solving alignment using simple linear algebra.   In K. Pingali, U. Banerjee, D. Gelernter, A. Nicolau, and D. Padua, editors,   Languages and Compilers for Parallel Computing. Seventh International Workshop.,   LNCS. LNCS, Springer-Verlag,   1994. "
458,Neural_Networks,"[KP94a]  Wayne Kelly and William Pugh.   Determining schedules based on performance estimation.   Parallel Processing Letters,   4(3)   205-219,   September   1994. "
459,Neural_Networks,"[KP95]  Wayne Kelly and William Pugh.   A unifying framework for iteration reordering transformations.   In Proceedings of the IEEE First International Conference on Algorithms And Architectures for Parallel Processing,   Bris-bane, Australia,   April   1995. "
461,Neural_Networks,"[KP96]  W. Kelly and W. Pugh.   Minimizing communication while preserving parallelism.   In Proceedings of the 10th ACM International Conference on Supercomputing,   Philadelphia, PE,   May   1996. "
462,Neural_Networks,"[KM93a]  K. Kennedy and K. S. McKinley.   Maximizing loop parallelism and improving data locality via loop fusion and distribution.   In Languages and Compilers for Parallel Computing,   Portland, OR,   August   1993. "
463,Neural_Networks,"[Wolf92]  M.E. Wolf.   Improving Locality and Parallelism in Nested Loops.   Ph.D. Thesis,   Stanford University,   1992. "
464,Neural_Networks,"[21]  C. Kanzow and M. Fukushima:   Solving box constrained variational inequality prob-lems by using the natural residual with D-gap function globalization.   Mathematical Programming Technical Report 97-14,   Computer Sciences Department, University of Wisconsin - Madison, Madison, WI,   November   1997. "
465,Neural_Networks,"[6]  P. Marcotte and J.-P. Dussault,   ""A modified Newton method for solving variational inequalities"",   Proceedings of the 24 th IEEE Conference on Decision and Control,   Fort Lauderdale,   December 11-13   (1985). "
466,Neural_Networks,"[22]  J.M. Peng and M. Fukushima,   ""A hybrid Newton method for solving the variational inequality problem via the D-gap function"",   Preprint,   Institute of Computational Mathematics and Scientific/Engineering Computing, Chinese Academy of Science, Beijing, China,   May   1997. "
467,Neural_Networks,"[Dew92]  Prasun Dewan and Rajiv Choudhary.   A high-level and flexible framework for implementing multiuser user interfaces.   ACM Transactions on Information Systems,   10(4)   345-380,   October   1992. "
469,Neural_Networks,"[Ousterhout91]  Ousterhout J.K.   (1991) An X11 Toolkit based on the Tcl language.   In Proc. USENIX Winter Conference,   pp. 105-115 "
472,Neural_Networks,"[Szekely96b]  P. Szekely:   Retrospective and Challenges for Model-Based Interface Development.   In: F. Bodart, J. Vanderdonckt (eds.):   Design, Specification, and Verification of Interactive Systems.   Berlin: Springer,   1996,   1-27. "
473,Neural_Networks,"[Eps92]  S.L. Epstein.   Prior knowledge strengthens learning to control search in weak theory domains.   International Journal of Intelligent Systems,   7   547-586,   1992. "
474,Neural_Networks," Epstein, S. L.   1994b.   Identifying the Right Reasons: Learning to Filter Decision Makers.   In Proceedings of the AAAI 1994 Fall Symposium on Relevance.,   68-71.   AAAI,   Palo Alto. "
475,Neural_Networks," Ratterman, M. J., & Epstein, S. L.   (1995).   Skilled like a Person: A Comparison of Human and Computer Game Playing.   Proceedings of the Seventeenth Annual Conference of the Cognitive Science Society , in press.   Hillsdale, NJ:   Lawrence Erlbaum Associates. "
476,Neural_Networks,"[Padmanabhan94]  Venkata N. Padmanabhan and Jeffrey C. Mogul.   Improving HTTP latency.   In Proceed ings of the Second International World Wide Web Conference,   Chicago, IL,   October   1994.   An Empirical Model of HTTP Network Traffic 27 "
483,Neural_Networks,"[Ram, 1990b]  A. Ram.   Incremental Learning of Explanation Patterns and their Indices.   In B. W. Porter and R. J. Mooney, editors,   Proceedings of the Seventh International Conference on Machine Learning,   pages 313-320,   Austin, TX, June 1990.   Morgan Kaufman Publishers, Inc. "
484,Neural_Networks,"[KPRS96]  Wayne Kelly, William Pugh, Evan Rosser, and Tatiana Shpeisman.   Transitive closure of infinite graphs and its applications.   International J. of Parallel Programming,   24(6)   579-598,   December   1996. "
485,Neural_Networks,"[Pugh91]  W. Pugh.   The Omega test: A fast and practical integer programming algorithm for dependence analysis.   In Proc. Supercomputing \'91,   pp. 18-22,   November   1991. "
486,Neural_Networks,"[Sunderam:90a]  Sunderam, V. S.   ""PVM: a framework for parallel distributed computing,""   Concurrency: Practice and Experience,   2(4)   315-340,   1990. "
487,Neural_Networks,"[Wallace]  Cohen, M. F., and Wallace, J. R.   Radiosity and realistic image synthesis.   Academic Press,   1993 "
489,Neural_Networks,"[88]  GERSHBEIN, R. S., SCHR ODER, P., AND HANRAHAN, P.   Textures and Radiosity: Controlling Emission and Reflection with Texture Maps.   In Computer Graphics (Proc.   SIGGRAPH) (July 1994), ACM. To appear. "
491,Neural_Networks,"[Zat93]  ZATZ H. R.:   Galerkin radiosity: A higer order solution method for global illumination.   Computer Graphics (SIG-GRAPH 93 Proceedings) (August 1993),   213-220. "
495,Neural_Networks,"[ Grosof, 1993b ]  Benjamin N. Grosof. Prioritizing mul tiple,   contradictory sources in common-sense learning by being told; or,   advice-taker meets bureaucracy. In Leora Morgenstern, editor,   Proceedings of the Second Symposium on Logical Formalizations of Common-Sense Reasoning (Common-Sense \'93),   IBM T.J. Watson Research Center,   P.O. Box 704, Yorktown Heights, NY 10598,   1993.   Available as an IBM Research Report. Copies of the Proceedings are available via the editor (wider publication being arranged). Held Guest Quarters Hotel,   Austin, Texas,   Jan.   11-13,   1993. "
499,Neural_Networks,"[Fikes et al. 1995]  Fikes, R.; Engelmore, R.; Farquhar, A.; and Pratt, W.   1995.   Network-based information brokers.   the AAAI Spring Workshop on Information Gathering from Distributed, Hetrogeneous Environments. "
500,Neural_Networks,"[OPL94]  T. Oates, M. Prasad, and V. Lesser.   Cooperative Information Gathering: A Distributed Problem Solving Approach.   Technical Report TR-94-66,   University of Massachusetts,   1994. "
511,Neural_Networks,"[Ort88]  J. M. Ortega,   Introduction to Parallel and Vector Solution of Linear Systems,   Plenum (New York),   1988. "
513,Neural_Networks,"[Rosing et al. 90]  M. Rosing, R. Schnabel, and R. Weaver.   The Dino parallel programming language.   Technical Report CU-CS-457-90,   Dept. of Computer Science, University of Colorado,   April   1990. "
514,Neural_Networks,"[Koh]  T. Kohonen,   Self-Organization and Associative Memory,   Springer-Verlag,   1984. "
517,Neural_Networks,"[Ashley 96]  J. Michael Ashley.   A Practical and Flexible Flow Analysis for Higher-Order Languages.   In Conference Record of the 23rd ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages,   pages 184 194,   January   1996. "
519,Neural_Networks,"[Bacon & Sweeney 96]  David F. Bacon and Peter F. Sweeney.   Fast Static Analysis of C++ Virtual Function Calls.   In OOPSLA96 Conference Proceedings,   San Jose, CA,   October   1996. "
520,Neural_Networks,"[Chambers and Ungar, 1990]  Craig Chambers and David Ungar.   Iterative type analysis and extended message split-ting: Optimizing dynamically-typed object-oriented programs.   In Proceedings of the SIGPLAN \'90 Conference on Programming Language Design and Implementation (White Plains,   NY,   June   1990),   vol.   25, no.   6 of ACM SIGPLAN Notices, ACM,   pp. 150-164. "
522,Neural_Networks,"[Dean96]  Jeffrey Dean, Greg DeFouw, David Grove, Vassily Litvinov, Craig Chambers.   ""Vortex: An Optimizing Compiler for Object-Oriented Languages.""   Proceedings of OOPSLA\'96,   San Jose, CA,   October,   1996. "
524,Neural_Networks,"[DeFouw et al. 98]  Greg DeFouw, David Grove, and Craig Chambers.   Fast Interprocedural Class Analysis.   In Conference Record of the 25th ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages,   January   1998. "
526,Neural_Networks,"[Jagannathan & Weeks 95]  Suresh Jagannathan and Stephen Weeks.   A Unified Treatment of Flow Analysis in Higher-Order Languages.   In Conference Record of the 22nd ACM SIGPLAN-SIGACT Symposium on Principles of Program-ming Languages,   pages 393407,   January   1995. "
528,Neural_Networks,"[Steensgaard 96]  Bjarne Steensgaard.   Points-to Analysis in Almost Linear Time.   In Conference Record of the 23rd ACM SIG PLAN-SIGACT Symposium on Principles of Programming Languages,   pages 3241,   January   1996. "
529,Neural_Networks,"[6]  D. Dean and D.S. Wallach.   Security Flaws in the HotJava Web Browser.   Department of Computer Science, Princeton University,   Nov.   1995. "
531,Neural_Networks,"[wahbe:sfi]  Robert Wahbe, Steven Lucco, Thomas E. Anderson, and Susan L. Graham.   Efficient Software-Based Fault Isolation.   In Proceedings of the Fourteenth ACM Symposium on Operating Systems Principles , pages 203-216,   1993. "
537,Neural_Networks,"[Goldwasser et al., 1985]  S. Goldwasser, S. Micali, and C. Rackoff.   The Knowledge Complexity of Interactive Proof Systems.   In Proc. of 27th Annual Symp. on Foundations of Computer Science,   pages 291-304,   1985. "
539,Neural_Networks,"[FaPa91]  Matthew Farrens and Arvin Park,   ""Dynamic Base Register Caching: A Technique for Reducing Address Bus Width"",   In Proceedings of the Eighteenth International Annual Symposium on Computer Architecture,   Toronto, Canada (May 27-30,   1991). "
540,Neural_Networks,"[NAS91]  D. Bailey, J. Barton, T. Lasinski and H. Simon,   The NAS Parallel Benchmarks,   Tech nical Report RNR-91-002 Revision 2,   Ames Research Center,   August   1991. "
542,Neural_Networks,"[CBZ95]  John B. Carter, John K. Bennett, and Willy Zwaenepoel.   Techniques for reducing consistency-related communication in distributed shared-memory systems.   ACM Transactions on Computer Systems,   13(3)   205-243,   August   1995. "
546,Neural_Networks,"[CIS93]  R. W. Cottingham Jr., R. M. Idury, and A. A. Schaffer.   Faster sequential genetic linkage computations.   American Journal of Human Genetics,   53   252-263,   1993. "
550,Neural_Networks,"[LBS94]  Andrea W. Lawrence, Albert M. Badre, and John T. Stasko.   Empirically evaluating the use of animations to teach algorithms.   In Proceedings of the 1994 IEEE Symposium on Visual Languages,   pages 48-54,   St. Louis,   October   1994. "
551,Neural_Networks,"[AFTU96]  Laurent Amsaleg, Michael J. Franklin, Anthony Tomasic, and Tolga Urhan.   Scrambling query plans to cope with unexpected delays.   In 4th International Conference on Parallel and Distributed Information Systems (PDIS 96),   Miami Beach, FL,   December   1996. "
553,Neural_Networks,"[7]  A. Dogac, et. al,   ""A Multidatabase System Implementation on CORBA"",   6th Intl. Workshop on Research Issues in Data Engineering (RIDE-NDS \'96),   New Orleans,   February   1996. "
555,Neural_Networks,"[19]  F. Ozcan,   ""Dynamic Query Optimization on a Distributed Object Management Platform"", M.Sc.   Thesis,   Dept. of Computer Engineering, METU,   February   1996. "
556,Neural_Networks,"[Agrawal et al. 93]  Rakesh Agrawal, Tomasz Imielinski and Arun Swami:   Mining Association Rules between Sets of Items in Large Databases.   Proceedings of the 1993 ACM SIGMOD Conference,   Washington D.C.,   1993. "
559,Neural_Networks,"[SON95]  Ashok Savasere, Edward Omiecinski, and Shamkant Navathe.   An efficient algorithm for mining association rules in large databases.   In Umeshwar Dayal, Peter M. D. Gray, and Shojiro Nishio, editors,   Proc. of the 21st International Conference on Very Large Data Bases (VLDB\'95),   pages 432-444,   Zurich, Swizerland,   September   1995. "
560,Neural_Networks,"[9]  Zheng, Zijian.   A benchmark for classifier learning.   Basser Department of Computer Science, University of Sydney, NSW. "
562,Neural_Networks,"[Ceri and Widom 1990]  S. Ceri and J. Widom,   ""Deriving Production Rules for Constraint Maintenance,""   Proceedings of the Sixteenth International Conference on Very Large Data Bases,   August   1990,   566-577. "
563,Neural_Networks,"[Zan93]  Carlo Zaniolo.   A unified semantics for active and deductive databases.   In N.W. Paton and M.H. Williams, editors,   Proceedings of the Workshop on Rules in Database Systems, Workshops in Computing.   Springer-Verlag, Edinburgh,   U.K.,   1993. "
564,Neural_Networks,"[Gal93]  Jean Gallier.   Constructive logics Part I: A tutorial on proof systems and typed -calculi.   Theoretical Computer Science,   110   249-339,   1993. "
571,Neural_Networks,"[11]  J.B. Carter, A. Davis, R. Kuramkote, C. Kuo, L.B. Stoller, and M. Swanson.   Avalanche: A Communication and Memory Architecture for Scalable Parallel Computing.   Technical Report UUCS-95-022,   University of Utah,   1995. "
580,Neural_Networks,"[Rosenblum95]  Mendel Rosenblum, Stephen A. Herrod, Emmett Witchel, and Anoop Gupta.   Complete computer system simulation: the SimOS approach.   IEEE Parallel & Distributed Technology: Systems & Applications,   3(4):3443,   January   1995. "
585,Neural_Networks,"[BW94]  M. Blum and H. Wasserman.   Reflections on the Pentium division bug.   Proc. 8th Intl. Software Quality Week,   1994. "
586,Neural_Networks,"[EKR96]  F. Ergun, S. Ravi Kumar, and R. Rubinfeld.   Approximate checking of poly nomials and functional equations.   Proc. 37th FOCS, To appear. "
587,Neural_Networks,"[EKS97]  F. Erg un, S. Ravi Kumar, and D. Sivakumar.   Self testing without the generator bottleneck.   sicomp,   to appear. "
590,Neural_Networks,"[2]  Craig Boutilier.   Planning, learning and coordination in multiagent decision processes.   In Proceedings of the Sixth Conference on Theoretical Aspects of Rationality and Knowledge,   Amsterdam,   1996.   (to appear). "
592,Neural_Networks,"[DJR]  Donald, B. R., J. Jennings, and D.   Rus Towards a Theory of Information Invariants for Cooperating Autonomous Mobile Robots,,   International Symposium on Robotics Research (ISRR).   Hidden Valley, PA (October 2).   (1993). "
593,Neural_Networks,"[TM89]  M. Tennenholtz and Yoram Moses.   On Cooperation in a Multi-Entity Model.   In Proc. 11th International Joint Conference on Artificial Intelligence,   1989. "
594,Neural_Networks,"[Reiter91]  Raymond Reiter.   ""The frame problem in the situation calculus: A simple solution (sometimes) and a completeness result for goal regression"",   Artificial Intelligence and Mathematical Theory of Computation: Papers in Honor of John McCarthy,   Vladimir Lifschitz (Ed.),   Academic Press,   San Diego, CA,   1991,   pp. 359-380. "
597,Neural_Networks," Leake, D. B.   (1995).   Combining rules and cases to learn case adaptation.   Proceedings of the Seventeenth Annual Conference of the Cognitive Science Society. "
599,Neural_Networks," Leake, D.B.   (1995).   Representing self-knowledge for introspection about memory search.   In Working Notes of the AAAI-95 Spring Symposium on Representing Mental States and Mechanisms.   AAAI Press,   March. "
600,Neural_Networks,"[Michalski, 1994]  R. Michalski,   Inferential Theory of Learning: Developing Foundations for Multistrategy Learning, in Machine Learning: A Multistrategy Approach, Vol. IV, R.S.   Michalski and G. Tecuci (Eds.),   Morgan Kaufmann,   San Mateo, CA.,   pp. 3-61,   1994. "
601,Neural_Networks," Oehlmann, R.   1995.   Metacognitive adaptation: Regulating the plan transformation process.   In Proceedings of the Fall Symposium on Adaptation of Knowledge for Reuse.   AAAI. "
602,Neural_Networks,"[Ram and Cox, 1992]  A. Ram and M. Cox.   Introspective Reasoning using Meta-Explanations for Multistrat-egy Learning.   In R. Michalski and G. Tecuci, editors,   Machine Learning IV: A Multistrategy Approach.   Morgan Kaufman Publishers, Inc.,   1992.   In preparation. "
605,Neural_Networks,"[AHM + 98]  R. Alur, T.A. Henzinger, F.Y.C. Mang, S. Qadeer, S.K. Rajamani, and S. Tasiran.   Mocha : Modularity in model checking.   In A. Hu and M. Vardi, editors,   CAV 98: Computer Aided Verification, Lecture Notes in Computer Science.   Springer-Verlag,   1998. "
610,Neural_Networks,"[Boyer and Moore 1988]  R.S. Boyer and J.S. Moore,   A Computational Logic Handbook . Academic Press,   Boston. "
615,Neural_Networks,"[bershad:spin2]  Brian Bershad, Stefan Savage, Przemyslaw Par-dyak, Emin Gun Sirer, Marc E. Fiuczynski, David Becker, Craig Chambers, and Susan Egg-ers.   Extensibility, safety and performance in the SPIN operating system.   In Proceedings of the Fifteenth ACM Symposium on Operating Systems Principles , December 1995. "
619,Neural_Networks,"[Milner 91]  R. Milner and M. Tofte.   Commentary on Standard ML.   The MIT Press,   1991. "
620,Neural_Networks,"[Necula96]  Necula, G.C. and Lee, P.   Safe Kernel Extensions Without Run-Time Checking OSDI,   October   1996. "
621,Neural_Networks,"[Seltzer96]  Margo I. Seltzer, Yasuhiro Endo, Christopher Small, and Keith A. Smith.   Dealing With Disaster: Surviving Misbehaving Kernel Extensions.   Operating Systems Design and Implementation (OSDI),   October   1996. "
623,Neural_Networks,"[Grimshaw:93b]  Grimshaw, A. S.   ""Easy to use object-oriented parallel programming with Mentat,""   IEEE Computer,   pages 39-51,   May   1993. "
624,Neural_Networks,"[Kil92]  Joe Kilian.   A note on efficient zero-knowledge proofs and arguments.   In Proceedings of the 24th Annual ACM Symposium on Theory of Computing,   pages 723-732,   1992.   Bibliography 143 "
627,Neural_Networks,"[Bellare, Rogaway 95]  Bellare, M., Rogaway, P.:   ""Provably Secure Session Key Distribution The Three Party Case""; Proc.   STOCS 1995,   ACM Press (1995),   57-66. "
630,Neural_Networks,"[DSMP88]  A. De Santis, S. Micali, and G. Persiano.   Non-Interactive Zero-Knowledge with Preprocessing.   In S. Goldwasser, editor,   Advances in Cryptology - CRYPTO \'88 proceeding, volume 403 of Lecture notes in computer Science,   pages 27-35.   Springer-Verlag,   1988. "
631,Neural_Networks,"[BDL97]  D. Boneh, R.A. Demillo,   R.J. Lipton, ""On the Importance of Checking Cryptographic Protocols for Faults,""   Advances in Cryptology| EUROCRYPT \'97 Proceedings,   Springer-Verlag,   1997,   pp. 37-51. "
632,Neural_Networks,"[C]  R. Canetti,   ""Studies in Secure Multiparty Computation and Applications"",   Ph.D. Thesis,   Weizmann Institute of Science,   1995.   Available on-line at http://theory.lcs.mit.edu/~canetti "
633,Neural_Networks,"[CDNO]  R. Canetti, C. Dwork, M. Naor and R. Ostrovsky, ""Deniable Encryptions"",   manuscript. Available at the Theory of Cryptography Library,   http://theory.lcs.mit.edu/ ~ tcryptol/ "
635,Neural_Networks,"[CG]  R. Canetti and R. Gennaro,   Incoercible Multiparty Computation,   Theory of Cryptology Library,   No.   96-01,   1996.   See http://theory.lcs.mit.edu/ tcryptol/  . "
637,Neural_Networks,"[87]  O. Goldreich.   Lecture Notes on Encryption, Signatures and Cryptographic Protocol.   Spring 1989. Available from http : ==theory:lcs:mit:edu= ~ oded=ln89:html. "
639,Neural_Networks,"[ImLu]  R. Impagliazzo and M. Luby.   One-way Functions are Essential for Complexity-Based Cryptography.   Proceedings of the 30th Symposium on Foundations of Computer Science, IEEE,   1989. "
640,Neural_Networks,"[IN]  R. Impagliazzo and M. Naor,   Efficient Cryptographic Schemes Provably as Secure as Subset-Sum,   Proc. of FOCS 89,   pp. 236-241. "
641,Neural_Networks,"[Rud88]  S. Rudich.   Limits on the Provable Consequences of One-way Functions.   PhD thesis,   University of California at Berkeley,   November   1988.   13 "
642,Neural_Networks,"[13]  A. Juels, M. Luby, and R. Ostrovsky.   Security of blind digital signatures.   In Proc. CRYPTO 97, Lecture Notes in Computer Science,   pages 150-164.   Springer-Verlag,   1997.   Lecture Notes in Computer Science No. 1294. "
644,Neural_Networks,"[40]  J. Kilian and E. Petrank.   An Efficient Non-Interactive Zero-Knowledge Proof Sys tem for NP with General Assumptions.   To appear in the Journal of Cryptography. Available as TR95-038 of ECCC, http://www.eccc.uni-trier.de/eccc/, 1995. "
645,Neural_Networks,"[Rivest et al., 1978]  Rivest, R. L., Shamir, A., and Adleman, L.   (1978).   A method for obtaining digital and public-key cryptosystems.   Communications of the ACM,   21(2). "
649,Neural_Networks,"[SBG95]  Mark R. Stevens, J. Ross Beveridge, and Michael E. Goss.   Reduction of BRL/CAD Models and Their Use in Automatic Target Recognition Algorithms.   In BRL/CAD Symposium 95,   1995. "
651,Neural_Networks,"[DSR + 93]  M. Dubois, J. Skeppstedt, L. Ricciulli, K. Ramamurthy, and P. Stenstrom.   The detection and elimination of useless misses in multiprocessors.   In 20th Annual International Symposium on Computer Architecture,   pages 88-97,   June   1993. "
652,Neural_Networks,"[KKEL90]  David Keppel, Eric Koldinger, Susan Eggers, and Henry Levy.   Techniques for efficient inline tracing on a shared-memory multiprocessor.   In Proceedings of the ACM SIGMETRICS Conference on Measurement and Modeling of Computer Systems,   pages 37-47,   1990. "
654,Neural_Networks,"[HK91]  Paul Havlak and Ken Kennedy.   An Implementation of Interprocedural Bounded Regular Section Analysis.   IEEE Transactions on Parallel and Distributed Systems,   2(3)   350-360,   July   1991. "
655,Neural_Networks,"[Lenoski92]  D. Lenoski, J. Laudon, K. Gharachorloo, W. Weber, A. Gupta, J. Hennessy, M. Horowitz, and M. Lam.   The Stanford DASH Multiprocessor.   IEEE Computer 25(3)   63-79,   March   1992. "
661,Probabilistic_Methods,"[SC99]  Douglas C. Schmidt and Chris Cleeland.   Applying Patterns to Develop Extensible ORB Middleware.   IEEE Communications Magazine,   1999. (to appear), available at http://www.cs.wustl.edu/~schmidt/ACE-papers.html. "
662,Probabilistic_Methods,"[SLM97]  Douglas C. Schmidt, David L. Levine,   and Sumedh Mungee . The Design of the TAO Real-Time Object Request Broker . October 11,   1997.   81 "
664,Probabilistic_Methods,"[Doy82]  J. Doyle.   Some theories of reasoned assumptions: An essay in rational psychology.   Technical report,   Department of Computer Science, Carnegie Mellon University,   1982. "
665,Probabilistic_Methods,"[Cook, 1989]  William Cook.   A Denotational Semantics of Inheritance.   PhD thesis,   Brown Univer sity,   1989. "
666,Probabilistic_Methods,"[CurtisRauen 90]  Curtis, P. and J. Rauen.   A Module System for Scheme.   Proceedings of the 1990 ACM Conference on LISP and Functional Programming,   June   1990,   pp. 13-19. "
667,Probabilistic_Methods,"[GoF]  Erich Gamma, Richard Helm, Ralph Johnson, John Vlissides,   Design Patterns: Elements of Reusable ObjectOriented Software,   Addison-Wesley Publishing Co.,   October   1994 "
673,Probabilistic_Methods,"[Liskov91]  Barbara Liskov, Sanjay Ghemawat, Robert Gruber, Paul Johnson, Liuba Shrira, and Michael Williams.   Replication in the Harp File System.   Proceedings of the Thirteenth Symposium on Operating Systems Principles,   October,   1991. "
677,Probabilistic_Methods,"[Mah93]  U. Maheshwari.   Distributed Garbage Collection in a Client-Server, Transactional, Persistent Object System.   Technical Report MIT/LCS/TR-574,   Massachusetts Institute of Technology,   July   1993. "
679,Probabilistic_Methods,"[Moss92]  J. Eliot B. Moss,   ""Working with Persistent Objects: To Swizzle or Not to Swizzle"",   IEEE Transactions on Software Engineering,   18(8)   657-673,   August   1992.   - 39  - "
680,Probabilistic_Methods,"[PAD + 97]  Tony Printezis, Malcolm Atkinson, Laurent Daynes, Susan Spence, and Pete Bailey.   The design of a new persistent object store for PJama.   In Proceedings of the Second International Workshop on Persistence and Java,   August   1997. "
681,Probabilistic_Methods,"[8]  M.C. Ferris and T.F. Rutherford,   ""Accessing realistic mixed complementarity prob lems within MATLAB"", Nonlinear Optimization and Applications,   G. Di Pillo and F. Giannessi (eds.),   Plenum Press,   New York, NY,   1996,   141-153. "
684,Probabilistic_Methods,"[Samuels, 1959]  A. L. Samuels.   Some studies in machine learning using the game of Checkers.   IBM Journal,   3   210-229,   1959. "
688,Probabilistic_Methods,"[BFG96]  T. Bultan, J. Fischer and R. Gerber.   Compositional Verification by Model Checking for Counter-Examples Proceedings ISSTA\'96.   1996. "
693,Probabilistic_Methods,"[17]  N. Soundarajan and S. Fridella.   Inheriting and modifying behavior.   In Meyer Ege, Singh, editor,   Proceedings of TOOLS \'97,   pages 148-163.   IEEE Computer Society Press,   1997. "
697,Probabilistic_Methods,"[French, RM and Messinger, A, 1995]  Genes,   Phenes and the Baldwin Effect: Learning and evolution in a simulated population,   Artificial Life IV. "
698,Probabilistic_Methods,"[8]  Craig A. Knoblock and Alon Y Levy.   Exploiting run-time information for efficient processing of queries.   In Working Notes of the AAAI Spring Symposium on Information Gathering from Heterogeneous, Distributed Environments,   Stanford, CA,   March   1995.   Stanford University. "
700,Probabilistic_Methods,"[11]  Craig K. Knoblock.   Integrating planning and execution for information gathering.   In Craig Knoblock and Alon Levy, editors,   Working Notes of the AAAI Spring Symposium Series on Information Gathering from Distributed, Heterogeneous Environments,   Stanford, CA, March 1995.   AAAI. "
710,Probabilistic_Methods,"[Heintze & McAllester 97]  Nevin Heintze and David McAllester.   Linear-Time Subtransitive Control Flow Analysis.   In Pro ceedings of the ACM SIGPLAN 97 Conference on Programming Language Design and Implementation,   pages 261272,   June   1997. "
713,Probabilistic_Methods,"[Shivers91]  Olin Shivers.   Control-Flow Analysis of Higher-Order Languages.   Carnegie Mellon University, School of Computer Science 1991. "
724,Probabilistic_Methods,"[Aro+94]  S. Arora, C. Lund, R. Motwani, M. Sudan, M. Szegdy,   Proof Verification and the hardness of approximation problems,   STOC,   1994. "
729,Probabilistic_Methods,"[Hei96]  J. Heidemann.   Performance interactions between p-http and tcp implementation. http://www.isi.edu/lsam/publications/phttp tcp interactions/,   November   1996. "
730,Probabilistic_Methods,"[8]  Shepard, T.,   Source for this very useful program is available at ftp://mercury.lcs.mit.edu/pub/shep. S.M. thesis TCP Packet Trace Analysis. The thesis can be ordered from MIT/LCS Publications. Ordering information can be obtained from +1 617 253 5851 or send mail to publications@lcs.mit.edu. Ask for MIT/LCS/TR-494. "
735,Probabilistic_Methods,"[Adve90]  Adve, S.V. and Hill,   M.D., ``Weak Ordering ANew Definition\'\',   The 17th Annual Int. Symp. on Comp. Arch.,   Seattle, Washington,   May 28-31   1991,   pp. 2-14. "
736,Probabilistic_Methods,"[6]  R.K. Powalka, N. Sherkat, L.J. Evett,   R.J. Whitrow. Dynamic cursive script recognition. A hybrid approach. in Advances in Handwriting and Drawing: A multidisciplinary approach,   C. Faure, P. Keuss, G. Lorette, A.   Vinter (eds.),   pp. 137-154,   1994 "
740,Probabilistic_Methods,"[L]  R. Lipton,   ""Using DNA to solve NP-Complete Problems"",   Science 268   542-545 (Apr. 28)   1995. "
742,Probabilistic_Methods," Spears, W. M.   (1993) A NN Algorithm for Hard Satisfiability problems,   Arti ficial Intelligence Center Internal Report #AIC-93-014, Naval Research Laboratory,   Washington, DC 20375. "
